Borough,COOPERATIVES COMPARABLE PROPERTIES Boro-Block-Lot,COOPERATIVES COMPARABLE PROPERTIES Address,COOPERATIVES COMPARABLE PROPERTIES Neighborhood,COOPERATIVES COMPARABLE PROPERTIES Building Classification,COOPERATIVES COMPARABLE PROPERTIES Total Units,COOPERATIVES COMPARABLE PROPERTIES Year Built,COOPERATIVES COMPARABLE PROPERTIES Gross SqFt,COOPERATIVES COMPARABLE PROPERTIES Estimated Gross Income,COOPERATIVES COMPARABLE PROPERTIES Gross Income per SqFt,COOPERATIVES COMPARABLE PROPERTIES Estimated Expense,COOPERATIVES COMPARABLE PROPERTIES Expense per SqFt,COOPERATIVES COMPARABLE PROPERTIES Net Operating Income,COOPERATIVES COMPARABLE PROPERTIES Full Market Value,COOPERATIVES COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Coop in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Coop in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Coop in miles
Bronx,2-02488-0036,"1175 GERARD AVENUE
Bronx, NY
(40.83474386296722, -73.9207283767821)",MELROSE/CONCOURSE,C6-WALK-UP,44,1924,51000,510510,10.01,316710,6.21,193800,1210000,23.73,2-02466-0044,"125 168 STREET
Bronx, NY
(40.83624382519071, -73.91777984188022)",MELROSE/CONCOURSE,C1-WALK-UP,45,1924,45500,388015,8.53,252225,5.54,135790,812000,17.85,0.24,2-02472-0001,"149 165 STREET
Bronx, NY
(40.83113529864006, -73.92100218538862)",MELROSE/CONCOURSE,C7-WALK-UP,21,1919,16410,164311,10.01,101874,6.21,62437,390000,23.77,0.21,2-02457-0050,1279 SHERIDAN AVENUE,MELROSE/CONCOURSE,D1-ELEVATOR,27,1924,"30,800","383,419",12.45,"210,872",6.85,"172,547","1,157,000",37.56,0.31
Bronx,2-02504-0036,"941 JEROME AVENUE
Bronx, NY
(40.83024922701045, -73.92849851515201)",HIGHBRIDGE/MORRIS HEIGHTS,D4-ELEVATOR,86,1927,114941,1379292,12,841368,7.32,537924,3426000,29.81,2-02505-0019,"1105 JEROME AVENUE
Bronx, NY
(40.83454537899671, -73.92439513948108)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,79,1927,92600,1110783,12,677568,7.32,433215,2759000,29.79,0.16,2-02513-0033,"101 165 STREET
Bronx, NY
(40.8315220931973, -73.92211382176748)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,54,1925,58000,679516,11.72,434893,7.5,244623,1564000,26.97,0.18,2-02509-0048,1140 WOODYCREST AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,35,1923,"42,108","517,026",12.28,"299,884",7.12,"217,142","1,377,000",32.70,0.26
Bronx,2-02508-0026,"1045 ANDERSON AVENUE
Bronx, NY
(40.83333110741414, -73.92638485893377)",HIGHBRIDGE/MORRIS HEIGHTS,D4-ELEVATOR,50,1931,54180,650160,12,396598,7.32,253562,1615000,29.81,2-02513-0033,"101 165 STREET
Bronx, NY
(40.8315220931973, -73.92211382176748)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,54,1925,58000,679516,11.72,434893,7.5,244623,1564000,26.97,0.11,2-02505-0019,"1105 JEROME AVENUE
Bronx, NY
(40.83454537899671, -73.92439513948108)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,79,1927,92600,1110783,12,677568,7.32,433215,2759000,29.79,0.12,2-02509-0048,1140 WOODYCREST AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,35,1923,"42,108","517,026",12.28,"299,884",7.12,"217,142","1,377,000",32.70,0.20
Bronx,2-02508-0041,"1015 ANDERSON AVENUE
Bronx, NY
(40.83254671358371, -73.92698821213061)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,22,1922,23802,265868,11.17,151619,6.37,114249,702000,29.49,2-02504-0053,"946 ANDERSON AVENUE
Bronx, NY
(40.83095075994074, -73.92808979518067)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,16,1916,13560,136664,10.08,80629,5.95,56035,350000,25.81,0.07,2-02511-0074,"951 WOODYCREST AVENUE
Bronx, NY
(40.83133173716019, -73.92905219932757)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,28,1929,29500,475964,16.13,242735,8.23,233229,1029000,34.88,0.14,2-02511-0025,934 OGDEN AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,15,1907,"12,920","144,329",11.17,"82,261",6.37,"62,068","400,000",30.96,0.22
Bronx,2-02508-0043,"1001 ANDERSON AVENUE
Bronx, NY
(40.832177322948766, -73.92726105748596)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,22,1922,20057,202175,10.08,119339,5.95,82836,517000,25.78,2-02504-0053,"946 ANDERSON AVENUE
Bronx, NY
(40.83095075994074, -73.92808979518067)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,16,1916,13560,136664,10.08,80629,5.95,56035,350000,25.81,0.07,2-02511-0025,"934 OGDEN AVENUE
Bronx, NY
(40.83131443518786, -73.9302666276397)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,15,1907,12920,144329,11.17,82261,6.37,62068,400000,30.96,0.22,2-02528-0050,190 WEST 168 STREET,HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,36,1927,"32,250","311,373",9.65,"202,377",6.28,"108,996","629,000",19.50,0.32
Bronx,2-02510-0050,"1177 ANDERSON AVENUE
Bronx, NY
(40.836513502873125, -73.92394881625822)",HIGHBRIDGE/MORRIS HEIGHTS,D4-ELEVATOR,116,1929,106386,1276632,12,778746,7.32,497886,3171000,29.81,2-02505-0019,"1105 JEROME AVENUE
Bronx, NY
(40.83454537899671, -73.92439513948108)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,79,1927,92600,1110783,12,677568,7.32,433215,2759000,29.79,0.22,2-02509-0048,"1140 WOODYCREST AVENUE
Bronx, NY
(40.83564254885355, -73.9256500049794)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,35,1923,42108,517026,12.28,299884,7.12,217142,1377000,32.7,0.12,2-02513-0033,101 EAST 165 STREET,HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,54,1925,"58,000","679,516",11.72,"434,893",7.50,"244,623","1,564,000",26.97,0.23
Bronx,2-02511-0027,"100 162 STREET
Bronx, NY
(40.828982618893406, -73.9247944212278)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,16,1907,13425,177076,13.19,106326,7.92,70750,343000,25.55,2-02511-0025,"934 OGDEN AVENUE
Bronx, NY
(40.83131443518786, -73.9302666276397)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,15,1907,12920,144329,11.17,82261,6.37,62068,400000,30.96,0,2-02511-0074,"951 WOODYCREST AVENUE
Bronx, NY
(40.83133173716019, -73.92905219932757)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,28,1929,29500,475964,16.13,242735,8.23,233229,1029000,34.88,0.08,2-02507-0034,953 ANDERSON AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,42,1917,"45,000","593,632",13.19,"356,202",7.92,"237,430","1,578,000",35.07,0.12
Bronx,2-02516-0026,"136 168 STREET
Bronx, NY
(40.836087065433276, -73.91748632608989)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,36,1926,30800,406252,13.19,243936,7.92,162316,1069000,34.71,2-02511-0074,"951 WOODYCREST AVENUE
Bronx, NY
(40.83133173716019, -73.92905219932757)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,28,1929,29500,475964,16.13,242735,8.23,233229,1029000,34.88,0.43,2-02504-0053,"946 ANDERSON AVENUE
Bronx, NY
(40.83095075994074, -73.92808979518067)",HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,16,1916,13560,136664,10.08,80629,5.95,56035,350000,25.81,0.38,2-02507-0034,953 ANDERSON AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,42,1917,"45,000","593,632",13.19,"356,202",7.92,"237,430","1,578,000",35.07,0.41
Bronx,2-02518-0028,"132 169 STREET
Bronx, NY
(40.836905947198936, -73.91726960581475)",HIGHBRIDGE/MORRIS HEIGHTS,D4-ELEVATOR,25,1931,27018,316651,11.72,202635,7.5,114016,729000,26.98,2-02513-0033,"101 165 STREET
Bronx, NY
(40.8315220931973, -73.92211382176748)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,54,1925,58000,679516,11.72,434893,7.5,244623,1564000,26.97,0.33,2-02528-0011,"1200 DR
Bronx, NY
(40.82557699997852, -73.91844899972153)",HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,54,2005,52096,532804,10.23,330344,6.34,202460,1261000,24.21,0.15,2-02505-0019,1105 JEROME AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,D1-ELEVATOR,79,1927,"92,600","1,110,783",12.00,"677,568",7.32,"433,215","2,759,000",29.79,0.35
Bronx,2-02534-0038,"185 170 STREET
Bronx, NY
(40.8390436141133, -73.91422280219068)",HIGHBRIDGE/MORRIS HEIGHTS,C6-WALK-UP,21,1926,18750,189000,10.08,111563,5.95,77437,483000,25.76,2-02466-0044,"125 168 STREET
Bronx, NY
(40.83624382519071, -73.91777984188022)",MELROSE/CONCOURSE,C1-WALK-UP,45,1924,45500,388015,8.53,252225,5.54,135790,812000,17.85,0.59,2-02457-0050,"1279 SHERIDAN AVENUE
Bronx, NY
(40.835836233178824, -73.9150147819894)",MELROSE/CONCOURSE,D1-ELEVATOR,27,1924,30800,383419,12.45,210872,6.85,172547,1157000,37.56,0.68,2-02504-0053,946 ANDERSON AVENUE,HIGHBRIDGE/MORRIS HEIGHTS,C1-WALK-UP,16,1916,"13,560","136,664",10.08,"80,629",5.95,"56,035","350,000",25.81,0.72
Bronx,2-02582-0061,"823 147 STREET
Bronx, NY
(40.81109679995666, -73.90614202693932)",MOTT HAVEN/PORT MORRIS,C6-WALK-UP,38,1920,25980,370735,14.27,203943,7.85,166792,470000,18.09,2-02580-0018,"540 CONCORD AVENUE
Bronx, NY
(40.812993041784075, -73.90815104442464)",MOTT HAVEN/PORT MORRIS,C7-WALK-UP,36,1931,24790,339375,13.69,197824,7.98,141551,935000,37.72,0.12,2-02330-0001,"522 MORRIS AVENUE
Bronx, NY
(40.81675164517192, -73.92301646239589)",MOTT HAVEN/PORT MORRIS,C7-WALK-UP,34,1931,24865,360260,14.49,176814,7.11,183446,1269000,51.04,0.89,2-02275-0001,511 EAST 148 STREET,MOTT HAVEN/PORT MORRIS,C7-WALK-UP,41,1906,"23,162","330,522",14.27,"181,822",7.85,"148,700","1,030,000",44.47,0.47
Bronx,2-02603-0024,"590 SOUTHERN BOULEVARD
Bronx, NY
(40.81254573251176, -73.90260323770909)",MORRISANIA/LONGWOOD,C6-WALK-UP,29,1924,26742,285605,10.68,177032,6.62,108573,618000,23.11,2-02603-0165,"660 SOUTHERN BOULEVARD
Bronx, NY
(40.813144447219656, -73.90044234506836)",MORRISANIA/LONGWOOD,C7-WALK-UP,44,1925,38419,410315,10.68,254334,6.62,155981,812000,21.14,0.14,2-02723-0068,"901 SOUTHERN BOULEVARD
Bronx, NY
(40.8194290711755, -73.89305194365585)",MORRISANIA/LONGWOOD,C7-WALK-UP,31,1914,32555,333038,10.23,199888,6.14,133150,829000,25.46,0.75,2-02696-0103,903 ROGERS PLACE,MORRISANIA/LONGWOOD,C7-WALK-UP,31,1925,"26,809","288,443",10.76,"163,259",6.09,"125,184","776,000",28.95,0.57
Bronx,2-02608-0019,"1109 FRANKLIN AVENUE
Bronx, NY
(40.828015136085305, -73.90614659452487)",MORRISANIA/LONGWOOD,C6-WALK-UP,25,1917,24750,173014,6.99,119379,4.82,53635,319000,12.89,2-02371-0001,"1088 WASHINGTON AVENUE
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRISANIA/LONGWOOD,C7-WALK-UP,24,1918,21816,213197,9.77,138584,6.35,74613,442000,20.26,0.09,2-02371-0029,"494 167 STREET
Bronx, NY
(40.82963680655923, -73.90729045074822)",MORRISANIA/LONGWOOD,C7-WALK-UP,22,1907,15045,249897,16.61,127431,8.47,122466,294000,19.54,0.09,2-02663-0029,1272 BOSTON ROAD,MORRISANIA/LONGWOOD,C7-WALK-UP,14,1913,"11,000","101,803",9.25,"69,228",6.29,"32,575","194,000",17.64,0.35
Bronx,2-02615-0055,"1225 BOSTON ROAD
Bronx, NY
(40.82992767025238, -73.90190545696247)",MORRISANIA/LONGWOOD,C6-WALK-UP,25,1905,24930,202432,8.12,87504,3.51,114928,677000,27.16,2-02663-0029,"1272 BOSTON ROAD
Bronx, NY
(40.83090880687115, -73.90052051011277)",MORRISANIA/LONGWOOD,C7-WALK-UP,14,1913,11000,101803,9.25,69228,6.29,32575,194000,17.64,0.07,2-02925-0088,"557 169 STREET
Bronx, NY
(40.83238137985973, -73.90385104039449)",MORRISANIA/LONGWOOD,C7-WALK-UP,20,1911,18168,139290,7.67,89058,4.9,50232,297000,16.35,0.22,2-02971-0010,1380 PROSPECT AVENUE,MORRISANIA/LONGWOOD,C1-WALK-UP,11,1904,"14,400","126,393",8.78,"85,397",5.93,"40,996","245,000",17.01,0.30
Bronx,2-02627-0005,"902 EAGLE AVENUE
Bronx, NY
(40.822373041470385, -73.90830957384752)",MORRISANIA/LONGWOOD,C6-WALK-UP,25,1914,21295,196979,9.25,116271,5.46,80708,480000,22.54,2-02365-0026,"873 BROOK AVENUE
Bronx, NY
(40.82268281488068, -73.91055276401283)",MORRISANIA/LONGWOOD,C1-WALK-UP,20,1920,15750,147790,9.38,102469,6.51,45321,269000,17.08,0.18,2-02381-0051,"462 160 STREET
Bronx, NY
(40.82299288143057, -73.9123998386039)",MORRISANIA/LONGWOOD,C1-WALK-UP,31,1910,17520,171413,9.78,106268,6.07,65145,386000,22.03,0.25,2-02383-0003,892 MELROSE AVENUE,MORRISANIA/LONGWOOD,C7-WALK-UP,28,1925,"11,445","105,903",9.25,"62,485",5.46,"43,418","258,000",22.54,0.28
Bronx,2-02627-0007,"906 EAGLE AVENUE
Bronx, NY
(40.82245109533786, -73.90827704806941)",MORRISANIA/LONGWOOD,C6-WALK-UP,25,1914,21295,196979,9.25,116271,5.46,80708,480000,22.54,2-02365-0026,"873 BROOK AVENUE
Bronx, NY
(40.82268281488068, -73.91055276401283)",MORRISANIA/LONGWOOD,C1-WALK-UP,20,1920,15750,147790,9.38,102469,6.51,45321,269000,17.08,0.18,2-02381-0051,"462 160 STREET
Bronx, NY
(40.82299288143057, -73.9123998386039)",MORRISANIA/LONGWOOD,C1-WALK-UP,31,1910,17520,171413,9.78,106268,6.07,65145,386000,22.03,0.25,2-02383-0003,892 MELROSE AVENUE,MORRISANIA/LONGWOOD,C7-WALK-UP,28,1925,"11,445","105,903",9.25,"62,485",5.46,"43,418","258,000",22.54,0.28
Bronx,2-02638-0001,"872 TRINITY AVENUE
Bronx, NY
(40.82175554801533, -73.9064010294727)",MORRISANIA/LONGWOOD,D4-ELEVATOR,320,1960,292000,3407640,11.67,2286360,7.83,1121280,7179000,24.59,2-02724-0005,"975 SIMPSON STREET
Bronx, NY
(40.82207842990945, -73.89291156902168)",MORRISANIA/LONGWOOD,D3-ELEVATOR,236,1981,320721,3744149,11.67,2511711,7.83,1232438,7891000,24.6,0.62,2-02713-0002,"955 163 STREET
Bronx, NY
(40.82102127608155, -73.89565834555971)",MORRISANIA/LONGWOOD,D7-ELEVATOR,104,1982,148828,1602028,10.76,1022326,6.87,579702,3592000,24.14,0.48,2-02460-0001,900 GRAND CONCOURSE,MELROSE/CONCOURSE,D7-ELEVATOR,301,1923,"276,550","4,156,980",15.03,"2,452,472",8.87,"1,704,508","11,729,000",42.41,0.95
Bronx,2-02663-0004,"1218 BOSTON ROAD
Bronx, NY
(40.829839156022466, -73.90191380884619)",MORRISANIA/LONGWOOD,C6-WALK-UP,13,1905,14516,127450,8.78,86080,5.93,41370,247000,17.02,2-02971-0014,"1384 PROSPECT AVENUE
Bronx, NY
(40.831227753964136, -73.89680230687446)",MORRISANIA/LONGWOOD,C1-WALK-UP,11,1904,14400,126393,8.78,85397,5.93,40996,245000,17.01,0.25,2-02971-0012,"1382 PROSPECT AVENUE
Bronx, NY
(40.83112571977145, -73.89683373785333)",MORRISANIA/LONGWOOD,C1-WALK-UP,11,1904,14400,126393,8.78,85399,5.93,40994,245000,17.01,0.25,2-02971-0010,1380 PROSPECT AVENUE,MORRISANIA/LONGWOOD,C1-WALK-UP,11,1904,"14,400","126,393",8.78,"85,397",5.93,"40,996","245,000",17.01,0.25
Bronx,2-02669-0050,"975 UNION AVENUE
Bronx, NY
(40.82340142841953, -73.90161621010908)",MORRISANIA/LONGWOOD,C6-WALK-UP,35,1912,33790,359188,10.63,190370,5.63,168818,985000,29.15,2-02669-0009,"976 TINTON AVENUE
Bronx, NY
(40.82366050754234, -73.90271076651237)",MORRISANIA/LONGWOOD,C1-WALK-UP,35,1915,35750,375842,10.51,235058,6.58,140784,874000,24.45,0,2-02973-0054,"1304 REV JAMES POLITE AVE
Bronx, NY
(40.83005250779203, -73.8952453538565)",MORRISANIA/LONGWOOD,C1-WALK-UP,42,1931,33787,371319,10.99,204073,6.04,167246,1034000,30.6,0.55,2-02623-0188,626 TRINITY AVENUE,MORRISANIA/LONGWOOD,C1-WALK-UP,42,1913,"38,220","406,255",10.63,"265,330",6.94,"140,925","557,000",14.57,0.67
Bronx,2-02683-0041,"571 SOUTHERN BOULEVARD
Bronx, NY
(40.812451395449806, -73.90313388148654)",MORRISANIA/LONGWOOD,C6-WALK-UP,42,1907,25926,371260,14.32,147000,5.67,224260,1018000,39.27,2-02742-0039,"998 SOUTHERN BOULEVARD
Bronx, NY
(40.82302909961367, -73.89175383507565)",MORRISANIA/LONGWOOD,C7-WALK-UP,21,1912,21070,350868,16.65,164908,7.83,185960,1346000,63.88,0.89,2-02703-0018,"935 KELLY STREET
Bronx, NY
(40.82080703669632, -73.89592660319931)",MORRISANIA/LONGWOOD,C7-WALK-UP,36,1912,29700,425601,14.33,213822,7.2,211779,1375000,46.3,0.62,2-02643-0011,648 JACKSON AVENUE,MORRISANIA/LONGWOOD,C7-WALK-UP,30,1910,"22,344","308,919",13.83,"160,636",7.19,"148,283","978,000",43.77,0.31
Bronx,2-02683-0100,"1021 AVENUE ST
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRISANIA/LONGWOOD,C6-WALK-UP,79,1925,61878,660857,10.68,409632,6.62,251225,1210000,19.55,2-02696-0075,"830 REV JAMES POLITE AVEN
Bronx, NY
(40.819143451801686, -73.89890233074023)",MORRISANIA/LONGWOOD,C7-WALK-UP,78,1910,75672,805678,10.65,482257,6.37,323421,2007000,26.52,0.44,2-02750-0022,"1206 WESTCHESTER AVENUE
Bronx, NY
(40.82587625346987, -73.88950235292432)",MORRISANIA/LONGWOOD,C7-WALK-UP,106,1924,81708,892303,10.92,510657,6.25,381646,2362000,28.91,1.02,2-02686-0001,920 AVENUE ST JOHN,MORRISANIA/LONGWOOD,C7-WALK-UP,59,1910,"56,952","523,347",9.19,"361,124",6.34,"162,223","965,000",16.94,0.18
Bronx,2-02684-0074,"986 LEGGETT AVENUE
Bronx, NY
(40.814631976912494, -73.89993608514311)",MORRISANIA/LONGWOOD,C6-WALK-UP,21,1916,16950,145092,8.56,67800,4,77292,462000,27.26,2-02603-0150,"1033 AVENUE ST
Bronx, NY
(40.82557699997852, -73.91844899972153)",MORRISANIA/LONGWOOD,C7-WALK-UP,42,1926,39035,267021,6.84,150194,3.85,116827,695000,17.8,0.12,2-02707-0040,"744 BECK STREET
Bronx, NY
(40.815931850688166, -73.89910099657276)",MORRISANIA/LONGWOOD,C4-WALK-UP,21,1907,15300,134253,8.77,86285,5.64,47968,286000,18.69,0.2,2-02721-0001,800 FOX STREET,MORRISANIA/LONGWOOD,C7-WALK-UP,22,1931,"21,000","224,243",10.68,"139,123",6.62,"85,120","482,000",22.95,0.32
Bronx,2-02700-0053,"1061 INTERVALE AVENUE
Bronx, NY
(40.824954497084995, -73.89688610387776)",MORRISANIA/LONGWOOD,C6-WALK-UP,31,1925,20825,205959,9.89,103292,4.96,102667,607000,29.15,2-02699-0048,"993 INTERVALE AVENUE
Bronx, NY
(40.822960584513964, -73.8969085571462)",MORRISANIA/LONGWOOD,C7-WALK-UP,25,1925,21995,188365,8.56,87947,4,100418,600000,27.28,0.15,2-02716-0031,"1086 KELLY STREET
Bronx, NY
(40.8256281323884, -73.89580645572096)",MORRISANIA/LONGWOOD,C7-WALK-UP,17,1907,14910,148497,9.96,100095,6.71,48402,302000,20.25,0.1,2-02696-0001,911 LONGWOOD AVENUE,MORRISANIA/LONGWOOD,C7-WALK-UP,20,1925,"19,717","195,070",9.89,"97,783",4.96,"97,287","575,000",29.16,0.38
Bronx,2-02717-0048,"1049 FOX STREET
Bronx, NY
(40.82502897040945, -73.89392720984351)",MORRISANIA/LONGWOOD,D4-ELEVATOR,42,1915,42000,472500,11.25,295260,7.03,177240,1141000,27.17,2-02712-0040,"901 FOX STREET
Bronx, NY
(40.81984878035285, -73.89394840970937)",MORRISANIA/LONGWOOD,D1-ELEVATOR,25,1913,32994,371265,11.25,232028,7.03,139237,897000,27.19,0.36,2-02712-0023,"940 TIFFANY STREET
Bronx, NY
(40.820005865892135, -73.89487849139047)",MORRISANIA/LONGWOOD,D1-ELEVATOR,48,1910,51190,641379,12.53,394715,7.71,246664,1653000,32.29,0.36,2-02712-0028,931 FOX STREET,MORRISANIA/LONGWOOD,D7-ELEVATOR,43,1929,"47,826","490,399",10.25,"299,130",6.25,"191,269","1,191,000",24.90,0.36
Bronx,2-02717-0070,"1020 TIFFANY STREET
Bronx, NY
(40.82397579103741, -73.89483294669691)",MORRISANIA/LONGWOOD,C6-WALK-UP,13,1931,10055,148211,14.74,77524,7.71,70687,398000,39.58,2-02643-0018,"736 152 STREET
Bronx, NY
(40.8158635965736, -73.90736976573854)",MORRISANIA/LONGWOOD,C7-WALK-UP,18,1909,13265,195599,14.75,119308,8.99,76291,355000,26.76,0.97,2-02690-0105,"954 PROSPECT AVENUE
Bronx, NY
(40.822659392537716, -73.9003299074023)",MORRISANIA/LONGWOOD,C4-WALK-UP,12,1904,12495,181224,14.5,103718,8.3,77506,378000,30.25,0.33,2-02376-0049,3009 3 AVENUE,MORRISANIA/LONGWOOD,C7-WALK-UP,12,1905,"11,022","162,490",14.74,"85,026",7.71,"77,464","535,000",48.54,1.10
Bronx,2-02720-0041,"1025 LEGGETT AVENUE
Bronx, NY
(40.813635277583515, -73.89934547520724)",MORRISANIA/LONGWOOD,C6-WALK-UP,57,1924,41010,652059,15.9,398212,9.71,253847,1734000,42.28,2-02612-0053,"1253 FRANKLIN AVENUE
Bronx, NY
(40.83092102246496, -73.90287046166648)",MORRISANIA/LONGWOOD,C1-WALK-UP,37,1916,33055,463054,14.01,240782,7.28,222272,649000,19.63,1.18,2-02624-0080,"653 CAULDWELL AVENUE
Bronx, NY
(40.81659565317473, -73.90969757954433)",MORRISANIA/LONGWOOD,C1-WALK-UP,43,1913,28704,455390,15.87,250482,8.73,204908,1386000,48.29,0.61,2-02674-0027,592 UNION AVENUE,MORRISANIA/LONGWOOD,C1-WALK-UP,43,1926,"33,890","582,130",17.18,"320,197",9.45,"261,933","1,893,000",55.86,0.31
Bronx,2-02721-0042,"1019 LONGWOOD AVENUE
Bronx, NY
(40.816607228366905, -73.89665312146003)",MORRISANIA/LONGWOOD,C6-WALK-UP,16,1931,18300,229665,12.55,130335,7.12,99330,542000,29.62,2-03071-0039,"2220 ADAMS PLACE
Bronx, NY
(40.85207470465805, -73.88931571490217)",BELMONT,C1-WALK-UP,16,1931,14652,183918,12.55,104373,7.12,79545,533000,36.38,2.45,2-02426-0002,"1100 CLAY AVENUE
Bronx, NY
(40.82976158999511, -73.91201608211026)",MELROSE/CONCOURSE,C1-WALK-UP,16,1929,14355,156326,10.89,101633,7.08,54693,339000,23.62,1.19,2-02430-0033,1191 CLAY AVENUE,MELROSE/CONCOURSE,C1-WALK-UP,12,1929,"11,500","143,343",12.46,"78,844",6.86,"64,499","433,000",37.65,1.28
Bronx,2-02744-0060,"1116 HOE AVENUE
Bronx, NY
(40.826113736018925, -73.89087593093079)",MORRISANIA/LONGWOOD,C6-WALK-UP,24,1914,21025,209409,9.96,141078,6.71,68331,427000,20.31,2-02716-0031,"1086 KELLY STREET
Bronx, NY
(40.8256281323884, -73.89580645572096)",MORRISANIA/LONGWOOD,C7-WALK-UP,17,1907,14910,148497,9.96,100095,6.71,48402,302000,20.25,0.27,2-02758-0029,"1084 HOME STREET
Bronx, NY
(40.82775260626847, -73.8867873945401)",MORRISANIA/LONGWOOD,C7-WALK-UP,58,1925,45250,412647,9.12,284731,6.29,127916,761000,16.82,0.19,2-02980-0046,1301 HOE AVENUE,MORRISANIA/LONGWOOD,C1-WALK-UP,17,1931,"16,750","175,696",10.49,"102,120",6.10,"73,576","457,000",27.28,0.34
